At index: 1 Name: Sneasler, Ability Category: 2, Ability Name: Unburden 
At index: 3698 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3700 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3702 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3703 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3704 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3710 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3711 Name: Annihilape, Ability Category: 2, Ability Name: Defiant 
At index: 3712 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3716 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3718 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3721 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3722 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3723 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3724 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3726 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3728 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3732 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3734 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3735 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3737 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3738 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3739 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3740 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3747 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3749 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3750 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3752 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3754 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3755 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3757 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3761 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3762 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3765 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3768 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3770 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3776 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3777 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 3778 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3779 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3782 Name: Porygon2, Ability Category: 2, Ability Name: Download 
At index: 3784 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3785 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3786 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 3787 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3789 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3792 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3795 Name: Okidogi, Ability Category: 2, Ability Name: Guard Dog 
At index: 3797 Name: Smeargle, Ability Category: 2, Ability Name: Technician 
At index: 3798 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3800 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3803 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3804 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3808 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3811 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3812 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3814 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3815 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3816 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3819 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3821 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3823 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3824 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3825 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3829 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3831 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3832 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3836 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3837 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3838 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3843 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3844 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3846 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3847 Name: Sneasler, Ability Category: 2, Ability Name: Unburden 
At index: 3849 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 3855 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3859 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3863 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3865 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 3869 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3870 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3874 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3878 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3879 Name: Okidogi, Ability Category: 2, Ability Name: Guard Dog 
At index: 3880 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3882 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3886 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3888 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3889 Name: Scraggy, Ability Category: 2, Ability Name: Intimidate 
At index: 3892 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 3893 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3896 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3897 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3899 Name: Scream Tail, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3900 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 3901 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3903 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3904 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3906 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3907 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3908 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3911 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3913 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3915 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3919 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3921 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3926 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3927 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3930 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3933 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3939 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3940 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3944 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 3945 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3946 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3947 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3952 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3953 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3954 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3957 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3961 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3962 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3968 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 3970 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 3972 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 3973 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 3977 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3981 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 3982 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 3984 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3985 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 3991 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 3994 Name: Iron Jugulis, Ability Category: 2, Ability Name: Quark Drive 
At index: 3998 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4000 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 4005 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4007 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4010 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4011 Name: Iron Leaves, Ability Category: 2, Ability Name: Quark Drive 
At index: 4013 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4016 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4017 Name: Iron Leaves, Ability Category: 2, Ability Name: Quark Drive 
At index: 4018 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 4019 Name: Annihilape, Ability Category: 2, Ability Name: Defiant 
At index: 4020 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4021 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4022 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 4023 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4025 Name: Ting-Lu, Ability Category: 2, Ability Name: Vessel of Ruin 
At index: 4027 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4028 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4031 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4032 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4033 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4035 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4038 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4040 Name: Jumpluff, Ability Category: 2, Ability Name: Chlorophyll 
At index: 4041 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4042 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 4043 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4045 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4046 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4050 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4051 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4052 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 4053 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4054 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4059 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4061 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4063 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4064 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4070 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4072 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4074 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4079 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4081 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 4082 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4084 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 4087 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 4088 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4090 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 4092 Name: Iron Boulder, Ability Category: 2, Ability Name: Quark Drive 
At index: 4095 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4097 Name: Iron Valiant, Ability Category: 2, Ability Name: Quark Drive 
At index: 4099 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4101 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 4102 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4104 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4107 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4108 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 4109 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4110 Name: Sneasler, Ability Category: 2, Ability Name: Unburden 
At index: 4112 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 4117 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4118 Name: Iron Bundle, Ability Category: 2, Ability Name: Quark Drive 
At index: 4119 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4121 Name: Regieleki, Ability Category: 2, Ability Name: Transistor 
At index: 4123 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 4125 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 4126 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4130 Name: Ting-Lu, Ability Category: 2, Ability Name: Vessel of Ruin 
At index: 4132 Name: Sneasler, Ability Category: 2, Ability Name: Unburden 
At index: 4136 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4137 Name: Jumpluff, Ability Category: 2, Ability Name: Chlorophyll 
At index: 4138 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4139 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4142 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4143 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4144 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4145 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
